CompanyID,Company,Val_B_M,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,fund_B_M,Funding,FundinginMillions,Select Investors
946,Iodine Software,B,1,12/1/21,Data management & analytics,Austin,United States,North America,1/1/10,,,,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
947,JoyTunes,B,1,6/21/21,Edtech,Tel Aviv,Israel,Asia,1/1/11,M,92M,92,"Genesis Partners, Aleph, Insight Partners"
948,Kendra Scott,B,1,12/21/16,Consumer & retail,Austin,United States,North America,1/1/02,,,,"Berkshire Partners, Norwest Venture Partners"
949,Kitopi,B,1,7/1/21,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,1/1/18,M,504M,504,"CE-Ventures, BECO Capital, Nordstar"
950,KnowBox,B,1,5/30/19,Edtech,Beijing,China,Asia,1/1/14,M,306M,306,"TAL Education Group, Legend Star, Alibaba Group"
951,Kopi Kenangan,B,1,12/27/21,Consumer & retail,Jakarta,Indonesia,Asia,1/1/17,M,333M,333,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
952,Lamabang,B,1,3/6/15,E-commerce & direct-to-consumer,Shenzhen,China,Asia,1/1/11,M,130M,130,"5Y Capital, Matrix Partners China, K2VC"
953,LayerZero Labs,B,1,3/30/22,Internet software & services,New York,United States,North America,1/1/21,M,143M,143,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
954,Lessen,B,1,11/30/21,Internet software & services,Scottsdale,United States,North America,1/1/19,M,205M,205,"Khosla Ventures, General Catalyst, Navitas Capital"
955,LetsGetChecked,B,1,6/7/21,Health,Dublin,Ireland,Europe,1/1/15,M,263M,263,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
956,Licious,B,1,10/5/21,E-commerce & direct-to-consumer,Bengaluru,India,Asia,1/1/15,M,489M,489,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
957,LinkDoc Technology,B,1,7/5/18,Health,Beijing,China,Asia,1/1/14,M,253M,253,"China Investment Corporation, New Enterprise Associates"
958,Locus Robotics,B,1,2/17/21,Hardware,Wilmington,United States,North America,1/1/14,M,299M,299,"Scale Venture Partners, Bond, Tiger Global Management"
959,Lookout,B,1,10/10/13,Cybersecurity,San Francisco,United States,North America,1/1/07,M,282M,282,"Accel Partners, Greylock Partners, Lowercase Capital"
960,Lydia,B,1,12/8/21,Fintech,Paris,France,Europe,1/1/11,M,263M,263,"NewAlpha, XAnge Private Equity, Tencent Holdings"
961,MadeiraMadeira,B,1,1/7/21,E-commerce & direct-to-consumer,Parana,Brazil,South America,1/1/09,M,336M,336,"Flybridge Capital Partners, SoftBank Group, Monashees+"
962,Maimai,B,1,11/15/17,Mobile & telecommunications,Beijing,China,Asia,1/1/13,M,300M,300,"Morningside Venture Capital, IDG Capital, DCM Ventures"
963,Mammoth Biosciences,B,1,9/9/21,Health,Brisbane,United States,North America,1/1/17,M,265M,265,"NFX, Plum Alley, Mayfield"
964,Masterworks,B,1,10/5/21,Fintech,New York,United States,North America,1/1/17,M,110M,110,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
965,Maven Clinic,B,1,8/17/21,Health,New York,United States,North America,1/1/14,M,202M,202,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
966,MediaMath,B,1,7/10/18,Internet software & services,New York,United States,North America,1/1/07,M,325M,325,"Silicon Valley Bank, QED Investors, European Founders Fund"
967,Meero,B,1,6/18/19,Artificial intelligence,Paris,France,Europe,1/1/16,M,293M,293,"Aglae Ventures, Global Founders Capital, Alven Capital"
968,Mensa Brands,B,1,11/16/21,Other,Bengaluru,India,Asia,1/1/21,M,218M,218,"Accel, Falcon Edge Capital, Norwest Venture Partners"
969,Mia.com,B,1,9/8/15,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/11,M,232M,232,"Sequoia Capital China, ZhenFund, K2 Ventures"
970,Minio,B,1,1/26/22,Data management & analytics,Palo Alto,United States,North America,1/1/14,M,126M,126,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
971,Mobvoi,B,1,4/6/17,Consumer & retail,Beijing,China,Asia,1/1/12,M,252M,252,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
972,Moka,B,1,11/2/21,Internet software & services,Beijing,China,Asia,1/1/15,M,144M,144,"GGV Capital, GSR Ventures, FreesFund"
973,Momenta,B,1,10/17/18,Artificial intelligence,Beijing,China,Asia,1/1/16,M,1B,1000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
974,Morning Consult,B,1,6/8/21,Internet software & services,Washington DC,United States,North America,1/1/14,M,91M,91,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
975,Movile,B,1,7/12/18,Mobile & telecommunications,Sao Paulo,Brazil,South America,1/1/98,M,588M,588,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
976,Mux,B,1,4/30/21,Internet software & services,San Francisco,United States,North America,1/1/15,M,174M,174,"Accel, Cobalt Capital, Andreessen Horowitz"
977,Nature's Fynd,B,1,7/19/21,Other,Chicago,United States,North America,1/1/12,M,463M,463,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
978,Newlink Group,B,1,7/10/20,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/16,M,655M,655,"JOY Capital, NIO Capital, Blueflame Capital"
979,News Break,B,1,1/7/21,Internet software & services,Mountain View,United States,North America,1/1/15,M,151M,151,"IDG Capital, Francisco Partners, ZhenFund"
980,Newsela,B,1,2/25/21,Internet software & services,New York,United States,North America,1/1/13,M,172M,172,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
981,NIUM,B,1,7/13/21,Fintech,,Singapore,Asia,1/1/14,M,285M,285,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
982,NoBroker,B,1,11/23/21,Internet software & services,Bengaluru,India,Asia,1/1/14,M,424M,424,"General Atlantic, Elevation Capital, BEENEXT"
983,Noname Security,B,1,12/15/21,Cybersecurity,Palo Alto,United States,North America,1/1/20,M,220M,220,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
984,Numbrs,B,1,8/22/19,Fintech,Zurich,Switzerland,Europe,1/1/99,M,105M,105,"Investment Corporation of Dubai, Centralway"
985,Omada Health,B,1,2/23/22,Health,San Francisco,United States,North America,1/1/11,M,449M,449,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
986,Omio,B,1,10/23/18,Travel,Berlin,Germany,Europe,1/1/13,M,396M,396,"Lakestar, Battery Ventures, New Enterprise Associates"
987,ONE,B,1,12/8/21,Internet software & services,,Singapore,Asia,1/1/11,M,515M,515,"Temasek, Guggenheim Investments, Qatar Investment Authority"
988,OpenWeb,B,1,11/9/21,Internet software & services,New York,United States,North America,1/1/12,M,223M,223,"Insight Partners, AltaIR Capital, Norma Investments"
989,Orbbec Technology,B,1,5/21/18,Hardware,Shenzhen,China,Asia,1/1/13,M,200M,200,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
990,Orca Bio,B,1,6/17/20,Health,Menlo Park,United States,North America,1/1/16,M,192M,192,"Lightspeed Venture Partners, Data Collective, 8VC"
991,Orchard,B,1,9/9/21,Fintech,New York,United States,North America,1/1/17,M,252M,252,"Accomplice, Juxtapose, FirstMark Capital"
992,Owkin,B,1,11/18/21,Artificial Intelligence,New York,United States,North America,1/1/16,M,254M,254,"Google Ventures, Cathay Innovation, NJF Capital"
993,PandaDoc,B,1,9/22/21,Internet software & services,San Francisco,United States,North America,1/1/16,M,51M,51,"Rembrandt Venture Partners, M12, Altos Ventures"
994,Pat McGrath Labs,B,1,7/16/18,Consumer & retail,New York,United States,North America,1/1/16,M,60M,60,"One Luxury Group, Eurazeo"
995,PatSnap,B,1,3/16/21,Internet software & services,,Singapore,Asia,1/1/07,M,352M,352,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
996,Payhawk,B,1,2/14/22,Fintech,London,United Kingdom,Europe,1/1/18,M,239M,239,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
997,Pentera,B,1,1/11/22,Cybersecurity,Petah Tikva,Israel,Asia,1/1/15,M,190M,190,"AWZ Ventures, Blackstone, Insight Partners"
998,Pet Circle,B,1,12/6/21,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,1/1/11,M,125M,125,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
999,PicsArt,B,1,8/26/21,Mobile & telecommunications,San Francisco,United States,North America,1/1/11,M,195M,195,"Sequoia Capital, DCM Ventures, Insight Partners"
1000,PLACE,B,1,11/17/21,Internet software & services,Bellingham,United States,North America,1/1/20,M,100M,100,"Goldman Sachs Asset Management, 3L"
1001,Placer.ai,B,1,1/12/22,Artificial intelligence,Los Altos,United States,North America,1/1/16,M,166M,166,"Fifth Wall Ventures, JBV Capital, Array Ventures"
1002,Playco,B,1,9/21/20,Other,Tokyo,Japan,Asia,1/1/20,M,140M,140,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
1003,Poizon,B,1,4/29/19,Mobile & telecommunications,Shanghai,China,Asia,1/1/15,,,,"DST Global, Sequoia Capital China, Gaorong Capital"
1004,PPRO,B,1,1/19/21,Fintech,London,United Kingdom,Europe,1/1/06,M,370M,370,"Wellington Management, Eurazeo, Citi Ventures"
1005,Printful,B,1,5/24/21,Other,Charlotte,United States,North America,1/1/16,M,130M,130,Bregal Sagemount
1006,Quantum Metric,B,1,1/7/21,Data management & analytics,Colorado Springs,United States,North America,1/1/15,M,226M,226,"Insight Partners, Bain Capital Ventures"
1007,Quizlet,B,1,5/13/20,Edtech,San Francisco,United States,North America,1/1/05,M,62M,62,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
1008,RapidAPI,B,1,3/23/22,Internet software & services,San Francisco,United States,North America,1/1/15,M,273M,273,"Green Bay Ventures, M12, Andreessen Horowitz"
1009,Razor,B,1,11/8/21,Consumer & retail,Berlin,Germany,Europe,1/1/20,M,167M,167,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
1010,Red Ventures,B,1,1/7/15,Other,Fort Mill,United States,North America,1/1/00,M,250M,250,"Silver Lake Partners, General Atlantic"
1011,REEF Technology,B,1,12/10/18,"Supply chain, logistics, & delivery",Miami,United States,North America,1/1/15,M,2B,2000,"Target Global, UBS Asset Management, Mubadala Capital"
1012,ReliaQuest,B,1,12/1/21,Cybersecurity,Tampa,United States,North America,1/1/07,M,330M,330,"KKR, FTV Capital, Ten Eleven Ventures"
1013,Revolution Precrafted,B,1,10/23/17,Other,Manila,Philippines,Asia,1/1/15,M,15M,15,"K2 Global, 500 Startups"
1014,Rothy's,B,1,12/21/21,Consumer & retail,San Francisco,United States,North America,1/1/16,M,484M,484,"Alpargatas, GS Growth, Lightspeed Venture Partners"
1015,SaltPay,B,1,4/9/21,Fintech,London,United Kingdom,Europe,1/1/19,M,1B,1000,"Tiger Global Management, Hedosophia"
1016,Savage X Fenty,B,1,2/10/21,E-commerce & direct-to-consumer,El Segundo,United States,North America,1/1/18,M,310M,310,"Speedinvest, Valar Ventures, Uniqa Ventures"
1017,Scalapay,B,1,2/23/22,Fintech,Milan,Italy,Europe,1/1/19,M,416M,416,"Fasanara Capital, Tiger Global Management, Baleen Capital"
1018,Scandit,B,1,2/9/22,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,1/1/09,M,273M,273,"Atomico, NGP Capital, Google Ventures"
1019,Sentry,B,1,2/18/21,Other,San Francisco,United States,North America,1/1/11,M,127M,127,"New Enterprise Associates, Accel, Bond"
1020,Shield AI,B,1,8/24/21,Artificial intelligence,San Diego,United States,North America,1/1/15,M,328M,328,"Andreessen Horowitz, Homebrew, Point72 Ventures"
1021,Shift Technology,B,1,5/6/21,Artificial intelligence,Paris,France,Europe,1/1/14,M,545M,545,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
1022,ShipBob,B,1,6/29/21,"Supply chain, logistics, & delivery",Chicago,United States,North America,1/1/14,M,331M,331,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
1023,Shippo,B,1,6/2/21,"Supply chain, logistics, & delivery",San Francisco,United States,North America,1/1/13,M,154M,154,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
1024,Sidecar Health,B,1,1/26/21,Fintech,El Segundo,United States,North America,1/1/18,M,163M,163,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
1025,Sift,B,1,4/22/21,Artificial intelligence,San Francisco,United States,North America,1/1/11,M,157M,157,"Union Square Ventures, Insight Partners, Spark Capital"
1026,Skydio,B,1,2/25/21,"Supply chain, logistics, & delivery",Redwood City,United States,North America,1/1/14,M,340M,340,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
1027,Slice,B,1,11/28/21,Fintech,Bengaluru,India,Asia,1/1/15,M,249M,249,"Gunosy Capital, Blume Ventures, Das Capital"
1028,SmartAsset,B,1,6/24/21,Fintech,New York,United States,North America,1/1/12,M,161M,161,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
1029,SMS Assist,B,1,6/7/16,Internet software & services,Chicago,United States,North America,1/1/03,M,255M,255,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
1030,SnapLogic,B,1,12/13/21,Internet software & services,San Mateo,United States,North America,1/1/06,M,371M,371,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
1031,Snorkel AI,B,1,8/9/21,Artificial intelligence,Palo Alto,United States,North America,1/1/19,M,135M,135,"Greylock Partners, Google Ventures, BlackRock"
1032,Solo.io,B,1,10/7/21,Internet software & services,Cambridge,United States,North America,1/1/17,M,172M,172,"True Ventures, Altimeter Capital, Redpoint Ventures"
1033,SoundHound,B,1,5/3/18,Artificial intelligence,Santa Clara,United States,North America,1/1/05,M,215M,215,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
1034,Splashtop,B,1,1/27/21,Internet software & services,San Jose,United States,North America,1/1/06,M,114M,114,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
1035,Standard,B,1,2/17/21,Artificial intelligence,San Francisco,United States,North America,1/1/17,M,239M,239,"CRV, Y Combinator, Initialized Capital"
1036,Stytch,B,1,11/18/21,Cybersecurity,San Francisco,United States,North America,1/1/20,M,126M,126,"Index Ventures, Benchmark, Thrive Capital"
1037,Swile,B,1,10/11/21,Fintech,Montpellier,France,Europe,1/1/16,M,326M,326,"Index Ventures, IDInvest Partners, Daphni"
1038,Tarana Wireless,B,1,3/23/22,Mobile & telecommunications,Milpitas,United States,North America,1/1/09,M,376M,376,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
1039,TechStyle Fashion Group,B,1,8/29/14,E-commerce & direct-to-consumer,El Segundo,United States,North America,1/1/10,M,336M,336,"Matrix Partners, Passport Capital, Rho Ventures"
1040,TensTorrent,B,1,5/5/21,Artificial intelligence,Toronto,Canada,North America,1/1/16,M,235M,235,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
1041,TERMINUS Technology,B,1,10/25/18,Hardware,Beijing,China,Asia,1/1/15,M,623M,623,"China Everbright Limited, IDG Capital, iFLYTEK"
1042,Tezign,B,1,11/2/21,Internet software & services,Shanghai,China,Asia,1/1/15,M,151M,151,"Sequoia Capital China, Linear Venture, Hearst Ventures"
1043,The Zebra,B,1,4/12/21,E-commerce & direct-to-consumer,Austin,United States,North America,1/1/12,M,257M,257,"Silverton Partners, Accel, Ballast Point Ventures"
1044,Thirty Madison,B,1,6/2/21,Health,New York,United States,North America,1/1/93,M,210M,210,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
1045,Thought Machine,B,1,11/29/21,Fintech,London,United Kingdom,Europe,1/1/14,M,403M,403,"British Patient Capital, SEB Venture Capital, IQ Capital"
1046,Timescale,B,1,2/22/22,Internet software & services,New York,United States,North America,1/1/15,M,181M,181,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
1047,Tractable,B,1,6/16/21,Artificial intelligence,London,United Kingdom,Europe,1/1/14,M,120M,120,"Insight Partners, Ignition Partners, Georgian Partners"
1048,Tresata,B,1,10/10/18,Fintech,Charlotte,United States,North America,1/1/11,M,51M,51,GCP Capital Partners
1049,TrialSpark,B,1,9/30/21,Health,New York,United States,North America,1/1/14,M,156M,156,"Sequoia Capital, Thrive Capital, Sound Ventures"
1050,TrueLayer,B,1,9/21/21,Fintech,London,United Kingdom,Europe,1/1/16,M,271M,271,"Anthemis, Connect Ventures, Northzone Ventures"
1051,Unico,B,1,8/3/21,Artificial intelligence,Sao Paulo,Brazil,South America,1/1/07,M,237M,237,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
1052,Vagaro,B,1,11/3/21,Internet software & services,Dublin,United States,North America,1/1/09,M,163M,163,FTV Capital
1053,Vedantu,B,1,9/29/21,Edtech,Bengaluru,India,Asia,1/1/14,M,292M,292,"Accel, Tiger Global Management, Omidyar Network"
1054,Veev,B,1,2/24/22,Internet software & services,San Mateo,United States,North America,1/1/08,M,585M,585,"Zeev Ventures, Bond, Fifth Wall Ventures"
1055,Vise,B,1,5/18/21,Fintech,New York,United States,North America,1/1/16,M,128M,128,"Sequoia Capital, Founders Fund, Bling Capital"
1056,Visier,B,1,6/29/21,Internet software & services,Vancouver,Canada,North America,1/1/10,M,217M,217,"Foundation Capital, Summit Partners, Adams Street Partners"
1057,VOI,B,1,12/21/21,Travel,Stockholm,Sweden,Europe,1/1/18,M,516M,516,"Vostok New Ventures, The Raine Group, Balderton Capital"
1058,Vox Media,B,1,8/12/15,Internet software & services,Washington,United States,North America,1/1/11,M,308M,308,"Accel Partners, Comcast Ventures, General Atlantic"
1059,VTS,B,1,5/7/19,Internet software & services,New York,United States,North America,1/1/12,M,187M,187,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
1060,Watershed,B,1,2/8/22,Internet software & services,San Francisco,United States,North America,1/1/19,M,70M,70,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
1061,Weights & Biases,B,1,10/13/21,Internet software & services,San Francisco,United States,North America,1/1/17,M,200M,200,"Coatue Management, Insight Partners, Trinity Ventures"
1062,WeLab,B,1,11/8/17,Fintech,,Hong Kong,Asia,1/1/13,M,871M,871,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
1063,Womai,B,1,10/12/15,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/09,M,330M,330,"SAIF Partners China, Baidu, IDG Capital"
1064,Wrapbook,B,1,11/10/21,Fintech,New York,United States,North America,1/1/18,M,131M,131,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
1065,Xendit,B,1,9/14/21,Fintech,Jakarta,Indonesia,Asia,1/1/14,M,215M,215,"Accel, Y Combinator, Amasia"
1066,XForcePlus,B,1,6/1/21,Internet software & services,Shanghai,China,Asia,1/1/15,M,200M,200,"Eastern Bell Capital, Danhua Capital, MSA Capital"
1067,YH Global,B,1,9/21/17,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1/1/97,M,182M,182,"Co-Energy Finance, Grandland"
1068,YipitData,B,1,12/6/21,Internet software & services,New York,United States,North America,1/1/08,M,492M,492,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
1069,Yunxuetang,B,1,3/29/21,Edtech,Suzhou,China,Asia,1/1/11,M,389M,389,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
1070,Zhaogang,B,1,6/29/17,E-commerce & direct-to-consumer,Shanghai,China,Asia,1/1/12,M,379M,379,"K2 Ventures, Matrix Partners China, IDG Capital"
1071,Zhuan Zhuan,B,1,4/18/17,E-commerce & direct-to-consumer,Beijing,China,Asia,1/1/15,M,990M,990,"58.com, Tencent Holdings"
1072,Zihaiguo,B,1,5/6/21,Consumer & retail,Chongqing,China,Asia,1/1/18,M,80M,80,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
1073,Zopa,B,1,10/19/21,Fintech,London,United Kingdom,Europe,1/1/05,M,792M,792,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
1074,Zwift,B,1,9/16/20,E-commerce & direct-to-consumer,Long Beach,United States,North America,1/1/14,M,620M,620,"Novator Partners, True, Causeway Media Partners"
